translation_status,final_url,title,url_language,translated_languages,missing_languages,hreflang_languages,status_code,error
error,https://vapaaehtoistieto.punainenristi.fi/ruoka-apu/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/tyomme/kotimaa/ruoka-aputoiminta/~/link/416849e146054b3da9fc5ee8bed6b9c7.aspx,,,,"fi, sv, en",,414,HTTP 414
not_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/kotoutumisen-tuki/arjen-apu,Arjen apu - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavatoiminnan-koulutukset/ystavatoiminnan-peruskurssit/ystavakurssi-selkokielella,Ystäväkurssi selkokielellä - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/terveyden-edistaminen/paihdetyo/paihdetyon_uutiset,Päihdetyön uutiset - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/koulu--ja-oppilaitosyhteistyo/ensiapupeli,InAction-ensiapupeli - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/valmius/ensiapuryhmatoiminta,Ensiapuryhmä-toiminta - Punainen Risti,,"fi, sv",en,"sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyon-kouluttajat/paperittomat-ja-punainen-risti,Paperittomat ja Punainen Risti -koulutus - Punainen Risti,,,"fi, sv, en",,200,
fully_translated,https://www.punainenristi.fi:443/hae-apua-ja-tukea/tukea-ruoka-avusta,Tukea ruoka-avusta - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/henkilovaalit/kimberly-andronova,Kimberly Andronova - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/oman-tukisivut/kayttoonoton-vaiheet-osastossa,OMA:n käyttöönoton vaiheet osastossa - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/oman-tukisivut/webinaarit,OMA:n webinaarit - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/vapaaehtoiskouluttajat/jarjestokouluttajat/punainen-risti-tutuksi,Punainen Risti tutuksi - Punainen Risti,,"fi, sv",en,"sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/kotoutumisen-tuki/teema--ja-toimintaryhmat,Teema- ja toimintaryhmät - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/oman-tukisivut/operaatio--ja-kampanjakohtaiset-ohjeet,Operaatio- ja kampanjakohtaiset ohjeet - Punainen Risti,,"fi, sv",en,"sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/terveyden-edistaminen/paihdetyo/paihdetyon-kouluttajat/Huumekuolemien_ehkaisy_ja_ensiapu_koulutukset,Huumekuolemien ehkäisy ja ensiapu -ohjaajat - Punainen Risti,,,"fi, sv, en",,200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/yhteistyoverkostot,Maahanmuuttotyön yhteistyöverkostot - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavavalittajat/sahkoisen-ystavavalityksen-ohje/ystavavalityksen-ryhmatoiminto,Ystävävälityksen ryhmätoiminto - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/henkilovaalit/veli-matti-ahtiainen,Veli-Matti Ahtiainen - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/varainhankinta,Varainhankinta - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/oman-tukisivut/viimeisimmat-paivitykset,Viimeisimmät päivitykset OMA:ssa - Punainen Risti,,"fi, sv",en,"sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/terveyden-edistaminen/paihdetyo/aineistoja_paihdetyohon/arkistojen_aarteita,Arkistojen aarteita - Punainen Risti,,,"fi, sv, en",,200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/ruoka-apu,Ruoka-apu - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/osastojen-tukimateriaalit/vapaaehtoisuuden-tuki/eettinen-vastuullinen-ilmastoystavallinen-ja-turvallinen-vapaaehtoistoiminta/vaarinkaytosilmoitus-vapaaehtoistoiminnassa,Väärinkäytöksestä ilmoittaminen vapaaehtoistoiminnassa - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/vapaaehtoiskouluttajat/kouluttajien-yhteiset-aineistot/verkkokurssit-ja-etakoulutukset,Verkkokurssit - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/osastojen-tukimateriaalit/osastojen-tuki/osastojen-tilastokyselyt-ja-kirjat,"Osastojen tiedonkeruu, tilastokyselyt ja tilastokirjat - Punainen Risti",,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/oman-tukisivut/ossi-osastorekisterityokalu,Ossi-osastorekisterityökalu - Punainen Risti,,"fi, sv",en,"sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/koulu--ja-oppilaitosyhteistyo/vapaaehtoistyo-osana-opintoja/osaston-toiminnan-kehittaminen-oppilaitoksen-kanssa,Osaston toiminnan kehittäminen oppilaitoksen kanssa - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/valmius,Valmius vapaaehtoisille - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/henkilovaalit/tanja-stenvall,Tanja Stenvall - Punainen Risti,,"fi, sv",en,"sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/osastojen-tukimateriaalit/osastojen-tuki/jarjeston-saannot,Järjestön säännöt - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyon-kouluttajat/punaisen-ristin-avun-ketju,Punaisen Ristin avun ketju -roolipeli - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/valmius/ensihuoltotoiminta,Ensihuoltotoiminta - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/henkilovaalit/marja-lehto,Marja Lehto - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/punainen-risti-uudistuu/toiminnansuunnittelu-uudistuu--tata-se-tarkoittaa-vapaaehtoisille,Toiminnansuunnittelu uudistuu – Tätä se tarkoittaa vapaaehtoisille - Punainen Risti,,"fi, sv",en,"sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavavalittajat/sahkoisen-ystavavalityksen-ohje/kayttooikeudet-ja-kirjautuminen,Sähköisen ystävälitysjärjestelmän käyttöoikeudet ja kirjautuminen - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/vaikuttamistyo,Vaikuttamistyö - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/vapaaehtoiskouluttajat/kouluttajien-yhteiset-aineistot/moninaisuus-vapaaehtoistoiminnassa--koulutusmoduuli,Moninaisuus vapaaehtoistoiminnassa -koulutusmoduuli - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi:443/jarjestotoiminta/osastojen-tukimateriaalit/vapaaehtoisuuden-tuki/eettinen-vastuullinen-ilmastoystavallinen-ja-turvallinen-vapaaehtoistoiminta/esteettomyys-ja-saavutettavuus-vapaaehtoistoiminnassa,Esteettömyys ja saavutettavuus vapaaehtoistoiminnassa - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/terveyden-edistaminen/paihdetyo/paihdetyon_uutiset/uutiset-paihdetyo/spr-selviamispisteet-kesalla-2025,SPR Selviämispisteet - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ruoka-apu/ruoka-aputoiminnan-kouluttajat/ruoka-aputoiminnan-peruskurssi,Ruoka-aputoiminnan peruskurssi - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/henkilovaalit/mikko-sipila,Mikko Sipilä - Punainen Risti,,"fi, sv",en,"sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/vapaaehtoiskouluttajat/kouluttajien-yhteiset-aineistot/punaisen-ristin-tarina--verkkokoulutus,Tervetuloa Punaiseen Ristiin -verkkokurssi - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/nuortentoiminta/nuorten-vaikuttajien-valiokunta,Nuorten vaikuttajien valiokunta - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/henkilovaalit/osmo-tolonen,Osmo Tolonen - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavatoiminnan-materiaalit/joulukahvila,Joulukahvila - Punainen Risti,,"fi, sv",en,"sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/osastojen-tukimateriaalit/tietoa-uudelle-vapaaehtoiselle/astu-vapaaehtoisen-polulle,Astu vapaaehtoisen polulle - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/osastojen-tukimateriaalit/vapaaehtoisuuden-tuki/eettinen-vastuullinen-ilmastoystavallinen-ja-turvallinen-vapaaehtoistoiminta/ilmastoystavallinen-vapaaehtoistoiminta,Ilmastoystävällinen vapaaehtoistoiminta - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/terveyden-edistaminen/paihdetyo/aineistoja_paihdetyohon/paihdetyon-webinaari-tallenteet,Päihdetyön webinaari tallenteet - Punainen Risti,,,"fi, sv, en",,200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ruoka-apu/tietoa-ja-tukea-vapaaehtoisille/taydenna-osaamistasi,Täydennä osaamistasi - Punainen Risti,,,"fi, sv, en",,200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/jarjestotoiminta/osastojen-tukimateriaalit/vapaaehtoisuuden-tuki/uusien-vapaaehtoisten-vastaanotto,Uusien vapaaehtoisten vastaanotto - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ajanjohtaista,Ajankohtaista - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/ruoka-apu/asunnottomien-yo,"Asunnottomien yö 2026: Näkyvillä, mutta näkymätön – Miesten asunnottomuus Suomessa - Punainen Risti",,"fi, sv",en,"sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/terveyden-edistaminen/terveyspisteet/toteutusohje-ja-toiminnan-periaatteet,Terveyspisteen toteutusohje ja toiminnan periaatteet - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/maahanmuutto/maahanmuuttotyo/kotoutumisen-tuki/leirit,Leiritoiminta   - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/varainhankinta/nalkapaiva/lopputyot,Lopputyöt - Punainen Risti,,"fi, sv",en,"sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/verkkoauttaminen,Verkkoauttaminen - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
not_translated,https://vapaaehtoistieto.punainenristi.fi/ruoka-apu/ruoka-aputoiminnan-kouluttajat,Ruoka-aputoiminnan koulutusmateriaalit - Punainen Risti,,,"fi, sv, en",,200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/varainhankinta/yleiset-kerays-ohjeet/eri-maksutavat,Eri maksutavat - Punainen Risti,,"fi, sv",en,"sv, fi",200,
fully_translated,https://vapaaehtoistieto.punainenristi.fi/nuortentoiminta/toimenpidesuositukset-nuorten-toimijuuden-vahvistamiseksi,Toimenpidesuositukset 16–28-vuotiaiden nuorten toimijuuden vahvistamiseksi  - Punainen Risti,,"fi, sv, en",,"en, sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/ystavatoiminta/ystavavalittajat,Ystävävälittäjät - Punainen Risti,,"fi, sv",en,"sv, fi",200,
partially_translated,https://vapaaehtoistieto.punainenristi.fi/yleiskokous-2026/aikataulu-kohti-yleiskokousta,Aikataulu kohti yleiskokousta 2026 - Punainen Risti,,"fi, sv",en,"sv, fi",200,
